field,tile,band,pointing,exptime,MJD,magzpt_1,magzpt_2,magzpt_3,magzpt_4,seeing_1,seeing_2,seeing_3,seeing_4,deprec_mf,deprec_1,deprec_2,deprec_3,deprec_4,filename,project,obj_band,tag
LH,6,K,1_0,10.00000,53884.30134,24.00970,23.99530,23.97650,24.01630,0.87561,0.79935,0.84701,0.91699,0,0,0,0,0,w20060529_00555_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,0_1,10.00000,53884.31140,24.01430,23.98700,23.98850,24.01460,0.89304,0.84794,0.87835,0.93332,0,0,0,0,0,w20060529_00619_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,0_0,10.00000,53884.32145,24.00910,23.98340,23.96360,24.02040,0.89714,0.86611,0.87789,0.90620,0,0,0,0,0,w20060529_00683_sf_st,U/UKIDSS/DXS6,K,LH06K
EN,2,J,1_1,10.00000,53884.34024,24.42780,24.42910,24.44420,24.44760,0.97400,1.02374,0.98474,0.96220,0,0,0,0,0,w20060529_00772_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_0,10.00000,53884.35064,24.43120,24.43760,24.44820,24.45120,1.01655,1.07371,1.00735,0.98114,0,0,0,0,0,w20060529_00836_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_0,10.00000,53884.36429,24.11500,24.11700,24.12900,24.13200,0.91499,0.97202,0.89818,0.87781,6,101,101,101,101,w20060529_00900_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_0,10.00000,53884.36499,24.39300,24.39500,24.40700,24.41000,0.98532,1.03576,1.01125,0.94789,6,101,101,101,101,w20060529_00903_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_0,10.00000,53884.37748,24.44800,24.45000,24.46200,24.46500,0.98351,1.02923,0.99123,0.94741,6,101,101,101,101,w20060529_00960_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_1,10.00000,53884.37955,24.32800,24.33000,24.34200,24.34500,1.00299,1.04678,0.99153,0.96258,66,101,101,101,101,w20060529_00972_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_1,10.00000,53884.39499,24.42120,24.42290,24.43690,24.44200,1.09126,1.13794,1.06364,1.04244,0,0,0,0,0,w20060529_01060_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_1,10.00000,53884.40586,24.42620,24.43050,24.44270,24.44730,1.02718,1.07333,1.04379,0.99627,0,0,0,0,0,w20060529_01126_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_0,10.00000,53884.41645,24.44470,24.44660,24.45810,24.46990,0.98973,1.04819,0.97782,0.96087,0,0,0,0,0,w20060529_01192_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_0,10.00000,53884.42682,24.44320,24.44620,24.46220,24.46370,0.95309,1.01058,0.96068,0.94169,0,0,0,0,0,w20060529_01257_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_0,10.00000,53884.44316,24.44140,24.44410,24.45810,24.46170,1.07172,1.10521,1.03989,1.02636,0,0,0,0,0,w20060529_01345_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_1,10.00000,53884.45322,24.44700,24.44900,24.46100,24.46400,1.00174,1.04100,0.98594,0.96930,6,101,101,101,101,w20060529_01409_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_1,10.00000,53884.46397,24.45300,24.45500,24.46700,24.47000,0.96102,0.98936,0.93372,0.92235,6,101,101,101,101,w20060529_01460_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_1,10.00000,53884.46669,24.42780,24.43330,24.44450,24.45560,0.94021,0.96853,0.92441,0.91427,0,0,0,0,0,w20060529_01476_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_0,10.00000,53884.47670,24.44990,24.44910,24.46250,24.46550,0.98050,0.99710,0.95605,0.94997,0,0,0,0,0,w20060529_01540_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_0,10.00000,53884.48673,24.44610,24.45990,24.45690,24.46950,1.01541,1.05796,0.99658,0.97545,0,0,0,0,0,w20060529_01604_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_1,10.00000,53884.49687,24.42390,24.42920,24.44630,24.44770,0.96855,1.01086,0.98469,0.95420,0,0,0,0,0,w20060529_01668_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_0,10.00000,53884.50710,24.45060,24.45040,24.46730,24.46640,0.98949,1.02607,0.98091,0.96824,0,0,0,0,0,w20060529_01732_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_1,10.00000,53884.51713,24.44140,24.45320,24.46160,24.46040,0.96061,0.97455,0.93976,0.93200,0,0,0,0,0,w20060529_01796_sf_st,U/UKIDSS/DXS7,K,EN02J
LH,6,K,0_0,10.00000,53885.23381,23.99940,23.97970,23.95860,24.00830,0.98081,0.93272,0.95744,0.99722,0,0,0,0,0,w20060530_00229_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,1_1,10.00000,53885.24542,23.98900,23.97750,23.94870,23.98510,1.01856,0.97379,0.98675,1.02203,0,0,0,0,0,w20060530_00298_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,0_1,10.00000,53885.25543,24.00200,23.99700,23.98600,24.01000,0.95844,0.91360,0.96813,1.00391,6,101,101,101,101,w20060530_00362_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,0_1,10.00000,53885.26041,23.99820,23.98610,23.96830,24.00290,0.93906,0.87606,0.89963,0.96186,0,0,0,0,0,w20060530_00375_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,1_0,10.00000,53885.27051,23.99470,23.98050,23.96590,24.00910,0.91451,0.85424,0.86947,0.93807,0,0,0,0,0,w20060530_00439_sf_st,U/UKIDSS/DXS6,K,LH06K
SA,3,J,1_0,10.00000,53885.57697,24.45670,24.45050,24.46250,24.47110,1.04716,1.05282,1.03257,1.06307,0,0,0,0,0,w20060530_01767_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,0_1,10.00000,53885.58700,24.44290,24.44100,24.45730,24.46640,1.02991,1.02100,0.99038,1.04605,0,0,0,0,0,w20060530_01831_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,0_0,10.00000,53885.59954,24.45300,24.45500,24.46700,24.47000,0.97246,0.96924,0.94380,0.97043,6,101,101,101,101,w20060530_01902_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,0_0,10.00000,53885.60514,24.44300,24.44500,24.45700,24.46000,0.97632,0.97685,0.95615,1.00768,6,101,101,101,101,w20060530_01918_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,1_1,10.00000,53885.61358,24.43760,24.43930,24.44890,24.46240,0.92543,0.91196,0.88580,0.93327,0,0,0,0,0,w20060530_01970_sf_st,U/UKIDSS/DXS8,J,SA03J
LH,6,K,1_0,10.00000,53886.23705,24.03420,24.00920,24.00080,24.03920,1.02082,1.01896,1.03767,1.02766,0,0,0,0,0,w20060531_00190_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,0_0,10.00000,53886.24853,24.04310,24.00100,23.99330,24.04860,0.99392,1.01529,1.01790,1.00123,0,0,0,0,0,w20060531_00255_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,1_1,10.00000,53886.25869,24.01650,24.01340,23.97700,24.01300,1.02912,1.05843,1.06707,1.04018,0,0,0,0,0,w20060531_00319_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,0_1,10.00000,53886.26884,24.03650,24.03060,24.01250,24.03190,0.98043,1.00426,1.02683,0.98028,0,0,0,0,0,w20060531_00383_sf_st,U/UKIDSS/DXS6,K,LH06K
EN,2,J,1_1,10.00000,53886.41433,24.45400,24.45600,24.46800,24.47100,0.94842,0.97356,0.92526,0.92371,66,101,101,101,101,w20060531_01014_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_0,10.00000,53886.42443,24.45000,24.45200,24.46400,24.46700,1.04741,1.06822,1.01979,1.01391,66,101,101,101,101,w20060531_01078_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_1,10.00000,53886.43535,24.40170,24.41090,24.41190,24.42530,0.97846,1.00126,0.95892,0.92771,0,0,0,0,0,w20060531_01143_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_0,10.00000,53886.44545,24.45700,24.45900,24.47100,24.47400,1.04533,1.07117,1.01116,1.00368,66,101,101,101,101,w20060531_01207_sf_st,U/UKIDSS/DXS7,K,EN02J
SA,4,K,1_1,10.00000,53892.57609,24.02340,24.01580,23.99760,24.03550,0.55277,0.60571,0.62192,0.58819,0,0,0,0,0,w20060606_01887_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,1_0,10.00000,53892.58622,24.01520,24.01270,23.99290,24.01800,0.58021,0.63033,0.64630,0.61850,0,0,0,0,0,w20060606_01951_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,0_1,10.00000,53892.59624,24.01270,24.00030,23.98490,24.02130,0.58780,0.66484,0.67408,0.62692,0,0,0,0,0,w20060606_02015_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,0_0,10.00000,53892.60669,24.00790,23.99790,23.99060,24.01800,0.64018,0.70924,0.71163,0.66936,0,0,0,0,0,w20060606_02079_sf_st,U/UKIDSS/DXS8,K,SA04K
LH,6,K,1_0,10.00000,53893.24113,24.00620,23.99460,23.98040,24.01030,1.10759,1.08811,1.13272,1.14049,0,0,0,0,0,w20060607_00089_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,1_1,10.00000,53893.25123,24.00280,23.98990,23.95570,24.00330,1.08020,1.08052,1.14704,1.12428,0,0,0,0,0,w20060607_00153_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,0_1,10.00000,53893.26126,24.00850,23.99950,23.98400,24.00700,1.09702,1.09054,1.13455,1.12143,0,0,0,0,0,w20060607_00217_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,0_0,10.00000,53893.27130,24.01100,23.97670,23.96030,24.00300,1.14602,1.15735,1.16509,1.17047,0,0,0,0,0,w20060607_00281_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,0_1,10.00000,53894.23236,24.02920,24.01570,23.99080,24.02390,0.87132,0.85995,0.91332,0.88678,0,0,0,0,0,w20060608_00097_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,1_0,10.00000,53894.24249,24.01370,23.99660,23.98560,24.02560,0.94731,0.91600,0.93837,0.97579,0,0,0,0,0,w20060608_00161_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,1_1,10.00000,53894.25255,24.01270,24.00340,23.97290,24.02070,0.87298,0.86479,0.92299,0.90862,0,0,0,0,0,w20060608_00225_sf_st,U/UKIDSS/DXS6,K,LH06K
LH,6,K,0_0,10.00000,53894.26257,24.02700,24.00600,23.99120,24.03010,0.90177,0.89430,0.94744,0.94370,0,0,0,0,0,w20060608_00289_sf_st,U/UKIDSS/DXS6,K,LH06K
EN,2,J,0_0,10.00000,53894.34021,24.46000,24.46750,24.46910,24.47540,0.75358,0.78693,0.75995,0.74534,0,0,0,0,0,w20060608_00595_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_1,10.00000,53894.35022,24.45190,24.46060,24.45990,24.46820,0.78317,0.80884,0.76513,0.77313,0,0,0,0,0,w20060608_00659_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_1,10.00000,53894.36103,24.43470,24.44280,24.44890,24.46560,0.73004,0.76238,0.71720,0.69871,0,0,0,0,0,w20060608_00724_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_0,10.00000,53894.37103,24.45320,24.45540,24.46160,24.48130,0.73746,0.78046,0.71347,0.70548,0,0,0,0,0,w20060608_00788_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_0,10.00000,53894.38341,24.46180,24.46120,24.47330,24.47940,0.65233,0.68308,0.64628,0.63709,0,0,0,0,0,w20060608_00852_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_1,10.00000,53894.39348,24.46410,24.47140,24.47540,24.47700,0.67746,0.71731,0.65683,0.65141,0,0,0,0,0,w20060608_00916_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_1,10.00000,53894.40359,24.42710,24.43240,24.43850,24.44460,0.74008,0.76399,0.74431,0.72389,0,0,0,0,0,w20060608_00980_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_0,10.00000,53894.41461,24.46840,24.46810,24.47210,24.48910,0.71189,0.72874,0.68600,0.67707,0,0,0,0,0,w20060608_01046_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_0,10.00000,53895.40352,24.46190,24.46490,24.47530,24.48540,0.94151,0.97377,0.89218,0.85767,0,0,0,0,0,w20060609_00581_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_1,10.00000,53895.41353,24.44570,24.45480,24.46330,24.46960,0.90316,0.93431,0.88008,0.81563,0,0,0,0,0,w20060609_00645_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_1,10.00000,53895.42362,24.45450,24.47060,24.47510,24.47700,0.87591,0.88419,0.83103,0.80773,0,0,0,0,0,w20060609_00709_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_0,10.00000,53895.43371,24.47500,24.47720,24.48400,24.49190,0.85340,0.91578,0.86045,0.77752,0,0,0,0,0,w20060609_00773_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,K,0_1,10.00000,53895.44530,23.98670,24.02200,23.99890,24.01580,0.78294,0.76147,0.83894,0.82219,0,0,0,0,0,w20060609_00837_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_0,10.00000,53895.45537,23.98820,24.02930,23.99270,24.04650,0.75787,0.74329,0.79973,0.79086,0,0,0,0,0,w20060609_00901_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,1_0,10.00000,53895.46544,23.98130,24.00900,24.00490,23.97150,0.81391,0.82425,0.89823,0.87550,0,0,0,0,0,w20060609_00965_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,1_1,10.00000,53895.47590,23.98540,24.02510,24.00960,23.96810,0.74246,0.78465,0.86168,0.80680,0,0,0,0,0,w20060609_01029_sf_st,U/UKIDSS/DXS7,K,EN02K
SA,3,J,0_1,10.00000,53895.54376,24.45510,24.46600,24.46810,24.47970,0.86749,0.91313,0.93186,0.95727,0,0,0,0,0,w20060609_01369_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,0_0,10.00000,53895.55442,24.47910,24.48230,24.48990,24.50170,0.82807,0.88462,0.89669,0.91802,0,0,0,0,0,w20060609_01434_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,1_0,10.00000,53895.56449,24.46820,24.47510,24.47610,24.49530,0.86093,0.91012,0.91159,0.93231,0,0,0,0,0,w20060609_01498_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,1_1,10.00000,53895.57456,24.46080,24.46370,24.46750,24.48140,0.84373,0.90575,0.89402,0.91188,0,0,0,0,0,w20060609_01562_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,0_1,10.00000,53895.58463,24.45320,24.46130,24.46720,24.47820,0.83082,0.87736,0.86428,0.87414,0,0,0,0,0,w20060609_01626_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,0_0,10.00000,53895.59471,24.47290,24.47550,24.48610,24.49840,0.72206,0.78972,0.75972,0.76603,0,0,0,0,0,w20060609_01690_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,1_0,10.00000,53895.60486,24.46850,24.47000,24.47560,24.49410,0.75593,0.83976,0.81689,0.81891,0,0,0,0,0,w20060609_01754_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,1_1,10.00000,53895.61524,24.43540,24.43800,24.44630,24.45820,0.76784,0.84575,0.81331,0.79736,0,0,0,0,0,w20060609_01818_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,4,K,0_0,10.00000,53896.51375,24.03890,24.02380,24.01260,24.03650,0.88301,0.87174,0.92361,0.90059,0,0,0,0,0,w20060610_01455_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,1_1,10.00000,53896.52825,24.03870,24.02430,24.01330,24.04350,0.93196,0.96832,0.99241,0.95610,0,0,0,0,0,w20060610_01520_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,1_0,10.00000,53896.53832,24.04250,24.03530,24.02190,24.04020,0.77696,0.82874,0.85833,0.82134,0,0,0,0,0,w20060610_01584_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,0_1,10.00000,53896.54841,24.03930,24.03540,24.02130,24.04850,0.65833,0.68689,0.73326,0.68417,0,0,0,0,0,w20060610_01648_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,3,J,0_0,10.00000,53896.55877,24.50320,24.49740,24.50840,24.52270,0.72456,0.73699,0.71564,0.76894,0,0,0,0,0,w20060610_01712_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,0_1,10.00000,53896.56914,24.48060,24.48130,24.49140,24.50670,0.82206,0.83900,0.82973,0.86211,0,0,0,0,0,w20060610_01776_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,1_0,10.00000,53896.57947,24.48980,24.48640,24.49420,24.51060,0.79386,0.82937,0.82321,0.82849,0,0,0,0,0,w20060610_01841_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,1_1,10.00000,53896.58948,24.47760,24.47380,24.48640,24.49990,0.77030,0.76560,0.74334,0.77936,0,0,0,0,0,w20060610_01905_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,0_1,10.00000,53897.55004,24.47840,24.47830,24.48850,24.50330,0.68584,0.70822,0.71352,0.75537,0,0,0,0,0,w20060611_01557_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,1_0,10.00000,53897.56012,24.48570,24.48100,24.48690,24.50720,0.69770,0.71751,0.71692,0.75895,0,0,0,0,0,w20060611_01621_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,0_0,10.00000,53897.57014,24.48450,24.47930,24.49610,24.50570,0.66267,0.69497,0.69513,0.74744,0,0,0,0,0,w20060611_01685_sf_st,U/UKIDSS/DXS8,J,SA03J
SA,3,J,1_1,10.00000,53897.58063,24.47300,24.47020,24.47340,24.49090,0.72658,0.74047,0.71479,0.73778,0,0,0,0,0,w20060611_01749_sf_st,U/UKIDSS/DXS8,J,SA03J
EN,2,K,1_1,10.00000,53898.24134,24.00260,24.02790,24.00610,23.97230,0.81313,0.87138,1.00623,0.88104,0,0,0,0,0,w20060612_00179_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,1_0,10.00000,53898.25135,24.02330,24.04050,24.02200,24.00100,0.82690,0.87627,0.96790,0.88012,0,0,0,0,0,w20060612_00243_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_0,10.00000,53898.26473,24.00520,24.02970,23.98270,24.04740,0.80563,0.81830,0.91071,0.86508,0,0,0,0,110,w20060612_00308_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_1,10.00000,53898.27536,24.02770,24.04850,24.03240,24.04240,0.77242,0.77888,0.88480,0.82699,0,0,0,0,0,w20060612_00373_sf_st,U/UKIDSS/DXS7,K,EN02K
SA,4,K,1_0,10.00000,53899.53068,24.04500,24.04530,24.03440,24.04740,0.76676,0.79903,0.81726,0.79066,0,0,0,0,0,w20060613_01556_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,0_1,10.00000,53899.54079,24.04580,24.03160,24.01800,24.04740,0.66467,0.70019,0.71506,0.68473,0,0,0,0,0,w20060613_01620_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,1_1,10.00000,53899.55115,24.05750,24.03690,24.02620,24.04990,0.72574,0.75921,0.76637,0.73627,0,0,0,0,0,w20060613_01684_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,0_0,10.00000,53899.56125,24.04830,24.03740,24.02200,24.04680,0.62675,0.64551,0.66650,0.63810,0,0,0,0,0,w20060613_01748_sf_st,U/UKIDSS/DXS8,K,SA04K
EN,2,K,1_1,10.00000,53902.24862,23.94100,23.92600,23.91400,23.93800,0.86366,0.92225,0.97990,0.90276,66,101,101,101,13,w20060616_00132_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_1,10.00000,53902.25975,23.98100,23.96600,23.95400,23.97800,0.94456,1.01350,1.03986,0.97884,66,101,101,101,101,w20060616_00197_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,1_0,10.00000,53902.26981,23.98100,23.96600,23.95400,23.97800,0.87556,0.95158,0.93922,0.90561,6,101,101,101,101,w20060616_00261_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,1_1,10.00000,53902.29220,24.01100,23.99600,23.98400,24.00800,0.83692,0.90626,0.94546,0.87763,66,101,101,101,101,w20060616_00317_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_1,10.00000,53902.30314,24.02100,24.00600,23.99400,24.01800,0.75523,0.81334,0.85150,0.79674,66,101,101,101,101,w20060616_00384_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,1_0,10.00000,53902.31439,24.00100,23.98600,23.97400,23.99800,0.74492,0.78429,0.81764,0.77612,66,101,101,101,101,w20060616_00449_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_0,10.00000,53902.32444,24.02100,24.00600,23.99400,24.01800,0.74357,0.77908,0.81616,0.79556,66,101,101,101,101,w20060616_00513_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,1_0,10.00000,53902.35226,23.94090,23.95550,23.94690,23.91150,1.05573,1.08912,1.11709,1.07726,0,0,0,0,0,w20060616_00626_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,1_1,10.00000,53902.36235,23.97320,23.99810,23.99210,23.94560,0.94643,1.00194,0.99887,0.96100,0,0,0,0,0,w20060616_00690_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_1,10.00000,53902.37238,23.96810,23.98640,23.96660,24.00640,1.02498,1.06840,1.08535,1.04902,0,0,0,0,110,w20060616_00754_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_0,10.00000,53902.38255,23.95940,23.99730,23.96310,24.01390,1.09546,1.09747,1.13648,1.10588,0,0,0,0,0,w20060616_00818_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,1_0,10.00000,53908.39816,23.64100,23.62600,23.61400,23.63800,1.00753,1.00051,1.01972,1.01122,100,11,11,11,11,w20060622_00799_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_1,10.00000,53908.40950,23.59100,23.57600,23.56400,23.58800,1.03012,1.02968,1.05332,1.02556,100,11,11,11,11,w20060622_00867_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_0,10.00000,53908.41959,23.05100,23.03600,23.02400,23.04800,1.04291,1.05766,1.06503,1.07584,100,9,9,9,9,w20060622_00931_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,1_1,10.00000,53908.42961,23.33100,23.31600,23.30400,23.32800,1.14794,1.13144,1.14091,1.16025,100,11,11,11,11,w20060622_00995_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,1_1,10.00000,53908.44045,22.47100,22.45600,22.44400,22.46800,0.96587,0.96363,0.96423,0.99867,100,9,9,9,9,w20060622_01059_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,1_0,10.00000,53908.45057,22.69100,22.67600,22.66400,22.68800,1.10518,1.09901,1.11981,1.10084,100,11,11,11,11,w20060622_01123_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_1,10.00000,53908.46128,22.40100,22.38600,22.37400,22.39800,1.12336,1.11470,1.08086,1.13058,100,9,9,9,9,w20060622_01187_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_0,10.00000,53908.47139,23.37100,23.35600,23.34400,23.36800,1.17472,1.14870,1.16779,1.19124,100,11,11,11,11,w20060622_01251_sf_st,U/UKIDSS/DXS7,K,EN02K
SA,4,K,0_1,10.00000,53908.48894,21.47100,21.45600,21.44400,21.46800,1.05730,1.07484,1.05952,1.11620,100,9,9,9,9,w20060622_01315_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,1_0,10.00000,53908.49915,23.14100,23.12600,23.11400,23.13800,1.04284,1.03273,1.07232,1.05771,100,11,11,11,11,w20060622_01379_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,0_0,10.00000,53908.50918,23.04100,23.02600,23.01400,23.03800,0.94330,0.94306,0.95027,0.92943,100,11,11,11,11,w20060622_01443_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,1_1,10.00000,53908.51966,23.18100,23.16600,23.15400,23.17800,0.99049,0.99837,1.00124,0.99170,100,11,11,11,11,w20060622_01507_sf_st,U/UKIDSS/DXS8,K,SA04K
EN,2,J,0_0,10.00000,53909.26868,24.47030,24.47130,24.48610,24.49460,1.02062,1.07300,1.04548,1.02201,0,0,0,0,0,w20060623_00151_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_1,10.00000,53909.27872,24.46330,24.46180,24.47160,24.47950,1.18562,1.23197,1.20384,1.16169,0,0,0,0,0,w20060623_00215_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,0_1,10.00000,53909.28874,24.40300,24.40300,24.41600,24.42200,1.26268,1.30855,1.30970,1.22337,10,101,101,101,101,w20060623_00279_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,J,1_0,10.00000,53909.29931,24.37300,24.37300,24.38600,24.39200,1.27282,1.30519,1.27357,1.22800,10,101,101,101,101,w20060623_00343_sf_st,U/UKIDSS/DXS7,K,EN02J
EN,2,K,1_1,10.00000,53909.31887,23.78700,23.82220,23.79250,23.75640,0.94857,0.95687,0.98258,0.97802,0,0,0,0,0,w20060623_00431_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,1_0,10.00000,53909.32896,23.65100,23.63600,23.62400,23.64800,0.87715,0.90775,0.93598,0.91065,100,11,11,11,11,w20060623_00495_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_1,10.00000,53909.33902,23.98840,24.00200,23.99170,24.00200,0.86974,0.89715,0.92535,0.89265,0,0,0,0,0,w20060623_00559_sf_st,U/UKIDSS/DXS7,K,EN02K
EN,2,K,0_0,10.00000,53909.34917,24.00890,24.03810,23.99650,24.04900,0.89139,0.90644,0.95507,0.96093,0,0,0,0,0,w20060623_00623_sf_st,U/UKIDSS/DXS7,K,EN02K
SA,4,K,0_0,10.00000,53909.47477,24.00530,24.00000,23.98590,24.00440,1.04690,1.07823,1.08072,1.05150,0,0,0,0,0,w20060623_01120_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,0_1,10.00000,53909.48477,24.00180,23.98790,23.97940,24.00830,1.04115,1.04615,1.10490,1.04595,0,0,0,0,0,w20060623_01184_sf_st,U/UKIDSS/DXS8,K,SA04K
SA,4,K,1_1,10.00000,53909.49486,24.03310,24.00600,23.99870,24.02760,0.90544,0.95370,0.95314,0.92682,0,0,0,0,0,w20060623_01248_sf_st,U/UKIDSS/DXS8,K,SA04K
