field,tile,band,pointing,exptime,MJD,magzpt_1,magzpt_2,magzpt_3,magzpt_4,seeing_1,seeing_2,seeing_3,seeing_4,deprec_mf,deprec_1,deprec_2,deprec_3,deprec_4,filename,project,obj_band,tag
XM,6,K,0_0,10.00000,55936.19421,24.05240,24.05740,24.03940,24.07900,0.86414,0.88820,0.91349,0.88468,0,0,0,0,0,w20120110_00138_sf_st,U/UKIDSS/DXS27,K,XM06K
XM,6,K,1_1,10.00000,55936.20339,24.04700,24.03950,24.03450,24.06060,0.80921,0.83898,0.86665,0.83706,0,70,0,0,0,w20120110_00202_sf_st,U/UKIDSS/DXS27,K,XM06K
XM,6,K,1_0,10.00000,55936.21671,24.05800,24.06270,24.03710,24.07800,0.86537,0.90208,0.92537,0.88821,0,70,0,0,0,w20120110_00271_sf_st,U/UKIDSS/DXS27,K,XM06K
XM,6,K,0_1,10.00000,55936.22589,24.06460,24.06650,24.04160,24.08400,0.86364,0.88853,0.90696,0.87548,0,0,0,0,70,w20120110_00335_sf_st,U/UKIDSS/DXS27,K,XM06K
LH,9,J,1_0,10.00000,55937.64481,24.51790,24.51400,24.52630,24.53930,0.82585,0.82712,0.83522,0.88933,0,0,0,0,0,w20120111_03035_sf_st,U/UKIDSS/DXS28,J,LH09J
LH,9,J,0_1,10.00000,55937.65425,24.50680,24.51140,24.51660,24.53030,0.85780,0.86146,0.87101,0.93148,0,0,0,0,0,w20120111_03099_sf_st,U/UKIDSS/DXS28,J,LH09J
LH,9,J,1_1,10.00000,55941.60907,24.22000,24.22600,24.23600,24.24700,1.09020,1.08932,1.13810,1.15381,6,101,101,101,101,w20120115_01014_sf_st,U/UKIDSS/DXS28,J,LH09J
XM,3,J,0_0,10.00000,55945.27174,24.39000,24.39600,24.40600,24.41700,1.40795,1.35788,1.36249,1.38642,6,101,101,101,101,w20120119_00401_sf_st,U/UKIDSS/DXS27,J,XM03J
XM,3,J,0_0,10.00000,55948.27951,24.49260,24.49480,24.50060,24.51180,0.99930,0.97850,0.93641,0.97126,0,0,0,0,0,w20120122_00553_sf_st,U/UKIDSS/DXS27,J,XM03J
XM,3,J,1_0,10.00000,55948.28900,24.48170,24.48060,24.49600,24.51010,1.06199,1.05342,1.00747,1.03660,0,0,0,0,0,w20120122_00618_sf_st,U/UKIDSS/DXS27,J,XM03J
EN,12,J,1_0,10.00000,55982.58188,22.76200,22.76400,22.77200,22.80900,0.91910,0.91843,0.95847,0.99368,64,101,101,101,101,w20120225_00941_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,1_0,10.00000,55982.61604,24.47840,24.47980,24.48580,24.52100,0.90842,0.93856,0.93698,0.94131,0,0,0,0,0,w20120225_01106_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,1_1,10.00000,55982.62605,24.47490,24.47190,24.47860,24.52340,0.93029,0.95585,0.93804,0.95346,0,0,0,0,0,w20120225_01170_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_1,10.00000,55982.63810,24.47940,24.48380,24.48720,24.52320,0.96204,0.98424,0.96991,0.98294,0,0,0,0,0,w20120225_01235_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_0,10.00000,55982.64811,24.49500,24.49700,24.50500,24.54200,0.98691,1.00883,0.98980,1.01101,6,101,101,101,101,w20120225_01299_sf_st,U/UKIDSS/DXS29,J,EN12J
LH,9,J,1_1,10.00000,55985.54021,24.49770,24.50150,24.49970,24.53310,0.79699,0.80717,0.82271,0.84527,0,0,0,0,0,w20120228_02592_sf_st,U/UKIDSS/DXS28,J,LH09J
LH,9,J,1_0,10.00000,55985.54992,24.47480,24.48090,24.47860,24.53300,0.78913,0.82889,0.84724,0.85977,0,0,0,0,0,w20120228_02656_sf_st,U/UKIDSS/DXS28,J,LH09J
LH,9,J,0_0,10.00000,55985.55956,24.47730,24.47750,24.48530,24.52450,0.78736,0.82143,0.83610,0.86298,0,0,0,0,0,w20120228_02720_sf_st,U/UKIDSS/DXS28,J,LH09J
LH,9,J,0_1,10.00000,55985.56921,24.48770,24.49030,24.49510,24.54020,0.79585,0.81667,0.84138,0.86815,0,0,0,0,0,w20120228_02784_sf_st,U/UKIDSS/DXS28,J,LH09J
EN,12,J,0_1,10.00000,55985.58414,24.47760,24.47690,24.48590,24.52440,0.64013,0.66302,0.69200,0.68665,0,0,0,0,0,w20120228_02849_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_0,10.00000,55985.59654,24.44100,24.44010,24.44860,24.49440,0.71203,0.72798,0.76498,0.76306,0,0,0,0,0,w20120228_02914_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_1,10.00000,55985.62397,23.85600,23.85800,23.86600,23.90300,0.69356,0.72687,0.73950,0.75705,6,101,101,101,101,w20120228_03078_sf_st,U/UKIDSS/DXS29,J,EN12J
LH,9,J,1_0,10.00000,55988.42912,24.51000,24.51000,24.51900,24.55900,1.02762,1.05922,1.08098,1.08466,6,101,101,101,101,w20120302_00908_sf_st,U/UKIDSS/DXS28,J,LH09J
LH,9,J,1_0,10.00000,55988.43961,24.51070,24.50960,24.51560,24.55240,0.87082,0.90026,0.89943,0.91449,0,0,0,0,0,w20120302_00960_sf_st,U/UKIDSS/DXS28,J,LH09J
LH,9,J,0_1,10.00000,55988.44914,24.49310,24.48580,24.49360,24.53030,0.82272,0.84682,0.87022,0.86053,0,0,0,0,0,w20120302_01024_sf_st,U/UKIDSS/DXS28,J,LH09J
LH,9,J,1_1,10.00000,55988.45955,24.34800,24.34800,24.35700,24.39700,0.85692,0.87114,0.88734,0.89675,6,101,101,101,101,w20120302_01088_sf_st,U/UKIDSS/DXS28,J,LH09J
LH,9,J,1_1,10.00000,55988.47892,24.27900,24.27900,24.28800,24.32800,0.70698,0.73614,0.75939,0.76328,6,101,101,101,101,w20120302_01129_sf_st,U/UKIDSS/DXS28,J,LH09J
LH,9,J,1_1,10.00000,55988.50702,24.39500,24.39500,24.40400,24.44400,0.93258,0.93148,0.94368,0.95593,6,101,101,101,101,w20120302_01161_sf_st,U/UKIDSS/DXS28,J,LH09J
LH,9,K,0_0,10.00000,55988.51998,24.08700,24.07800,24.06800,24.09800,0.93117,0.98671,1.02904,0.97198,6,101,101,101,101,w20120302_01199_sf_st,U/UKIDSS/DXS28,K,LH09K
LH,4,K,1_0,10.00000,55988.52478,24.07900,24.07000,24.06000,24.09000,0.92798,0.96930,1.02218,0.92571,6,101,101,101,101,w20120302_01208_sf_st,U/UKIDSS/DXS28,K,LH04K
EN,12,J,0_1,10.00000,55988.54968,24.51630,24.51310,24.51920,24.56140,0.87903,0.92461,0.93607,0.92964,0,0,0,0,0,w20120302_01230_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,1_0,10.00000,55988.55924,24.49700,24.49050,24.49940,24.54380,0.96363,1.00650,1.02889,1.01589,0,0,0,0,0,w20120302_01294_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,1_1,10.00000,55988.57060,24.50000,24.50030,24.50610,24.54590,1.03043,1.08939,1.10022,1.07632,0,0,0,0,0,w20120302_01358_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_0,10.00000,55988.58051,24.52700,24.52700,24.53600,24.57600,1.03367,1.05770,1.07259,1.06874,6,101,101,101,101,w20120302_01422_sf_st,U/UKIDSS/DXS29,J,EN12J
LH,10,K,0_0,10.00000,56017.30079,24.04380,24.03980,24.02710,24.06080,0.84039,0.87018,0.94421,0.85435,0,0,0,0,0,w20120331_00615_sf_st,U/UKIDSS/DXS28,K,LH10K
LH,10,K,1_0,10.00000,56017.31084,24.04650,24.04340,24.05110,24.06150,0.89260,0.93947,1.00948,0.94374,0,0,0,0,0,w20120331_00679_sf_st,U/UKIDSS/DXS28,K,LH10K
LH,9,J,1_1,10.00000,56017.32728,24.47280,24.47660,24.48870,24.52570,0.96313,1.01054,1.02875,1.02531,0,0,0,0,0,w20120331_00747_sf_st,U/UKIDSS/DXS28,J,LH09J
LH,9,J,0_0,10.00000,56017.33916,24.47580,24.47580,24.49100,24.51910,0.96667,1.01276,1.02810,1.02939,0,0,0,0,0,w20120331_00813_sf_st,U/UKIDSS/DXS28,J,LH09J
LH,5,J,0_0,10.00000,56017.35113,24.48500,24.48500,24.49400,24.53400,0.99354,1.02014,1.06395,1.01821,6,101,101,101,101,w20120331_00877_sf_st,U/UKIDSS/DXS28,J,LH05J
EN,12,J,1_1,10.00000,56019.63508,24.48910,24.48610,24.49470,24.52330,0.68897,0.70151,0.70118,0.73882,0,0,0,0,0,w20120402_03435_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_0,10.00000,56019.64510,24.51520,24.51770,24.51840,24.55520,0.73835,0.72983,0.72582,0.77659,0,0,0,0,0,w20120402_03499_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_0,10.00000,56026.47789,23.94500,23.94700,23.95100,23.98500,1.09623,1.12038,1.14737,1.12930,100,11,11,11,11,w20120409_00851_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_1,10.00000,56026.50091,24.11200,24.11400,24.11800,24.15200,1.29170,1.31737,1.33322,1.33919,10,101,101,101,101,w20120409_00915_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_0,10.00000,56026.54674,24.46500,24.46700,24.47100,24.50500,1.06223,1.11150,1.09527,1.10631,6,101,101,101,101,w20120409_01119_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_0,10.00000,56027.44585,24.50980,24.51170,24.51200,24.55010,0.72040,0.74292,0.76351,0.78848,0,0,0,0,0,w20120410_01621_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_1,10.00000,56027.45617,24.49500,24.49450,24.50050,24.53150,0.68511,0.71196,0.70490,0.73703,0,0,0,0,0,w20120410_01686_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,1_1,10.00000,56027.46656,24.48320,24.48490,24.48930,24.52340,0.68622,0.72201,0.72974,0.75441,0,0,0,0,0,w20120410_01750_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,1_0,10.00000,56027.47613,24.48920,24.48970,24.48670,24.53060,0.66722,0.70511,0.69630,0.73416,0,0,0,0,0,w20120410_01814_sf_st,U/UKIDSS/DXS29,J,EN12J
LH,5,J,0_0,10.00000,56032.29425,24.06100,24.06300,24.06700,24.10100,0.76227,0.84227,0.85547,0.80185,6,101,101,101,101,w20120415_00663_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,0_0,10.00000,56032.30205,24.41580,24.41680,24.41830,24.45330,0.74416,0.74974,0.76565,0.79982,0,0,0,0,0,w20120415_00676_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,1_0,10.00000,56032.31284,24.51310,24.51730,24.51430,24.55390,0.76846,0.78109,0.79313,0.82243,0,0,0,0,0,w20120415_00741_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,0_1,10.00000,56032.32363,24.37600,24.37740,24.36350,24.40030,0.78695,0.79666,0.78940,0.83045,0,0,0,0,0,w20120415_00805_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,0_1,10.00000,56032.34107,24.50090,24.50510,24.50590,24.54420,0.73476,0.74377,0.73530,0.77900,0,0,0,0,0,w20120415_00869_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,1_1,10.00000,56032.35171,24.50860,24.51440,24.50930,24.54850,0.71008,0.75527,0.72725,0.75928,0,0,0,0,0,w20120415_00933_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,1_0,10.00000,56032.36681,24.51500,24.52800,24.51850,24.56370,0.79849,0.88488,0.86381,0.89820,0,0,0,0,0,w20120415_01002_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,0_0,10.00000,56032.37641,24.51030,24.52140,24.51820,24.55170,0.75751,0.83475,0.81783,0.84288,0,0,0,0,0,w20120415_01066_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,1_1,10.00000,56032.38634,24.51480,24.51880,24.52220,24.55390,0.74653,0.80918,0.81528,0.82355,0,0,0,0,0,w20120415_01130_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,0_1,10.00000,56032.39645,24.50030,24.51540,24.51320,24.54900,0.79882,0.85196,0.86186,0.86821,0,0,0,0,0,w20120415_01194_sf_st,U/UKIDSS/DXS28,J,LH05J
EN,12,J,1_1,10.00000,56032.42381,24.50510,24.50990,24.51160,24.53980,0.77144,0.82274,0.87857,0.79987,0,0,0,0,0,w20120415_01359_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_1,10.00000,56032.43373,24.50810,24.51110,24.51690,24.54730,0.78113,0.83343,0.85985,0.80260,0,0,0,0,0,w20120415_01423_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,1_0,10.00000,56032.44491,24.49690,24.50260,24.50250,24.53690,0.73040,0.79646,0.82304,0.75352,0,0,0,0,0,w20120415_01487_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_0,10.00000,56032.45476,24.51310,24.52070,24.52270,24.55900,0.75570,0.81306,0.85153,0.78413,0,0,0,0,0,w20120415_01551_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_0,10.00000,56032.46675,24.51690,24.52130,24.52320,24.55910,0.77469,0.84374,0.84468,0.81660,0,0,0,0,0,w20120415_01616_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,1_1,10.00000,56032.47712,24.49920,24.49780,24.50170,24.53500,0.78151,0.84600,0.85317,0.83774,0,0,0,0,0,w20120415_01680_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,1_0,10.00000,56032.48816,24.50370,24.50840,24.50870,24.54340,0.79379,0.87823,0.91463,0.86765,0,0,0,0,0,w20120415_01744_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_1,10.00000,56032.49838,24.50340,24.50140,24.50210,24.53840,0.75280,0.83995,0.83724,0.82160,0,0,0,0,0,w20120415_01808_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,1_1,10.00000,56032.51264,24.50140,24.50000,24.50140,24.53900,0.83589,0.86941,0.89289,0.87132,0,0,0,0,0,w20120415_01879_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,1_0,10.00000,56032.52317,24.50130,24.50370,24.50000,24.53990,0.76591,0.79430,0.77850,0.79724,0,0,0,0,0,w20120415_01943_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_0,10.00000,56032.53399,24.52420,24.52790,24.52600,24.56550,0.75609,0.81270,0.80577,0.82808,0,0,0,0,0,w20120415_02007_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_1,10.00000,56032.54385,24.51650,24.51910,24.51660,24.55620,0.72113,0.78543,0.78619,0.81084,0,0,0,0,0,w20120415_02071_sf_st,U/UKIDSS/DXS29,J,EN12J
LH,5,J,0_1,10.00000,56033.29732,24.44890,24.45100,24.45340,24.48850,0.65190,0.66218,0.71021,0.69870,0,0,0,0,0,w20120416_00425_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,1_0,10.00000,56033.30728,24.44530,24.44670,24.44860,24.49370,0.69071,0.68823,0.74308,0.72918,0,0,0,0,0,w20120416_00489_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,0_0,10.00000,56033.31714,24.46050,24.45980,24.46750,24.49870,0.67841,0.67564,0.73602,0.70856,0,0,0,0,0,w20120416_00553_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,1_1,10.00000,56033.32672,24.47900,24.48100,24.48500,24.51900,0.68760,0.71429,0.74240,0.69859,12,101,101,101,101,w20120416_00617_sf_st,U/UKIDSS/DXS28,J,LH05J
EN,12,J,1_0,10.00000,56039.46197,24.49020,24.49040,24.50160,24.52930,0.88343,0.90952,0.94679,0.92215,0,0,0,0,0,w20120422_01332_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_1,10.00000,56039.47153,24.50790,24.50700,24.51230,24.54070,0.83355,0.86147,0.89491,0.87910,0,0,0,0,0,w20120422_01396_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,1_1,10.00000,56039.48390,24.49630,24.49880,24.50110,24.52870,0.79757,0.83063,0.85110,0.84423,0,0,0,0,0,w20120422_01461_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,12,J,0_0,10.00000,56039.49351,24.48580,24.48770,24.48860,24.52360,0.82729,0.84580,0.84731,0.88104,0,0,0,0,0,w20120422_01525_sf_st,U/UKIDSS/DXS29,J,EN12J
EN,11,J,1_1,10.00000,56039.52357,24.51440,24.51110,24.51350,24.54390,0.88890,0.92980,0.93290,0.92747,0,0,0,0,0,w20120422_01670_sf_st,U/UKIDSS/DXS29,J,EN11J
EN,11,J,1_0,10.00000,56039.53336,24.52720,24.52470,24.52810,24.55880,0.86102,0.90261,0.91144,0.91804,0,0,0,0,0,w20120422_01734_sf_st,U/UKIDSS/DXS29,J,EN11J
EN,11,J,0_0,10.00000,56039.54466,24.51590,24.51920,24.51860,24.54780,0.88245,0.92635,0.93382,0.92941,0,0,0,0,0,w20120422_01798_sf_st,U/UKIDSS/DXS29,J,EN11J
EN,11,J,0_1,10.00000,56039.55425,24.51570,24.51260,24.51320,24.54970,0.82073,0.86106,0.87297,0.89115,0,0,0,0,0,w20120422_01862_sf_st,U/UKIDSS/DXS29,J,EN11J
EN,11,J,1_0,10.00000,56040.58103,24.52990,24.52940,24.53510,24.56120,0.85706,0.89311,0.89134,0.89187,0,0,0,0,0,w20120423_02024_sf_st,U/UKIDSS/DXS29,J,EN11J
EN,11,J,0_1,10.00000,56040.59080,24.51770,24.51470,24.51780,24.55220,0.86997,0.89348,0.90129,0.90495,0,0,0,0,0,w20120423_02088_sf_st,U/UKIDSS/DXS29,J,EN11J
EN,11,J,1_1,10.00000,56040.60113,24.52280,24.51790,24.52540,24.54890,0.82991,0.85476,0.86332,0.87080,0,0,0,0,0,w20120423_02152_sf_st,U/UKIDSS/DXS29,J,EN11J
EN,11,J,0_0,10.00000,56040.61087,24.52530,24.52580,24.52760,24.55860,0.82796,0.85093,0.85771,0.88160,0,0,0,0,0,w20120423_02216_sf_st,U/UKIDSS/DXS29,J,EN11J
SA,3,H,0_1,10.00000,56040.62415,24.74600,24.75600,24.73700,24.78200,0.87559,0.88673,0.91372,0.90741,63,101,101,101,101,w20120423_02280_sf_st,U/UKIDSS/DXS30,H,SA03H
SA,3,H,1_1,10.00000,56040.63375,24.77100,24.78100,24.76200,24.80700,0.85224,0.86478,0.87904,0.87093,63,101,101,101,101,w20120423_02344_sf_st,U/UKIDSS/DXS30,H,SA03H
EN,10,J,1_1,10.00000,56041.61665,24.53330,24.53400,24.53650,24.56250,0.82267,0.82060,0.83275,0.87143,0,0,0,0,0,w20120424_01992_sf_st,U/UKIDSS/DXS29,J,EN10J
EN,10,J,1_0,10.00000,56041.62632,24.52400,24.53140,24.53320,24.56510,0.88412,0.88705,0.89298,0.92393,0,0,0,0,0,w20120424_02056_sf_st,U/UKIDSS/DXS29,J,EN10J
LH,5,J,1_1,10.00000,56043.35194,24.51850,24.53180,24.53650,24.57270,0.91073,0.93465,0.93331,0.92546,0,0,0,0,0,w20120426_00628_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,0_1,10.00000,56043.37064,24.50470,24.51690,24.51500,24.55330,0.94266,0.95250,0.95184,0.96116,0,0,0,0,0,w20120426_00693_sf_st,U/UKIDSS/DXS28,J,LH05J
EN,10,J,0_0,10.00000,56043.51317,24.50840,24.51210,24.51260,24.54310,0.77575,0.79507,0.82050,0.83616,0,0,0,0,0,w20120426_01196_sf_st,U/UKIDSS/DXS29,J,EN10J
EN,10,J,0_1,10.00000,56043.52277,24.51490,24.52510,24.52660,24.55400,0.79731,0.79892,0.83688,0.84831,0,0,0,0,0,w20120426_01260_sf_st,U/UKIDSS/DXS29,K,EN10J
LH,8,K,0_0,10.00000,56044.27004,24.08400,24.07760,24.06530,24.10280,0.70803,0.73011,0.80320,0.73864,0,0,0,0,0,w20120427_00457_sf_st,U/UKIDSS/DXS28,K,LH08K
LH,8,K,1_1,10.00000,56044.28010,24.07910,24.07740,24.05430,24.09910,0.73452,0.74720,0.83362,0.77039,0,0,0,0,0,w20120427_00522_sf_st,U/UKIDSS/DXS28,K,LH08K
LH,9,K,0_0,10.00000,56044.30226,24.07660,24.07760,24.06150,24.09580,0.74045,0.76677,0.83945,0.74456,0,0,0,0,0,w20120427_00594_sf_st,U/UKIDSS/DXS28,K,LH09K
LH,9,K,1_1,10.00000,56044.31243,24.06810,24.06520,24.05610,24.08110,0.73642,0.77767,0.83771,0.73733,0,0,0,0,0,w20120427_00658_sf_st,U/UKIDSS/DXS28,K,LH05K
LH,8,K,1_0,10.00000,56044.33276,24.08240,24.08150,24.06950,24.09990,0.73115,0.75845,0.82159,0.74058,0,0,0,0,0,w20120427_00726_sf_st,U/UKIDSS/DXS28,K,LH08K
LH,8,K,0_1,10.00000,56044.34224,24.07510,24.07940,24.07270,24.09420,0.79191,0.82058,0.88331,0.78836,0,0,0,0,0,w20120427_00790_sf_st,U/UKIDSS/DXS28,K,LH08K
LH,4,K,0_0,10.00000,56044.35222,24.07610,24.06620,24.05920,24.08360,0.79080,0.80713,0.86925,0.78143,0,0,0,0,0,w20120427_00854_sf_st,U/UKIDSS/DXS28,K,LH04K
LH,4,K,1_1,10.00000,56044.36174,24.08720,24.07360,24.06420,24.09890,0.79126,0.80686,0.87040,0.78203,0,0,0,0,0,w20120427_00918_sf_st,U/UKIDSS/DXS28,K,LH04K
LH,9,K,1_0,10.00000,56044.38237,24.08190,24.07410,24.06780,24.09370,0.80595,0.84362,0.88980,0.81763,0,0,0,0,0,w20120427_00995_sf_st,U/UKIDSS/DXS28,K,LH09K
LH,9,K,0_1,10.00000,56044.39470,24.10000,24.09500,24.08400,24.11000,0.97588,0.97630,1.00381,0.97026,12,101,101,101,101,w20120427_01060_sf_st,U/UKIDSS/DXS28,K,LH09K
EN,10,J,1_0,10.00000,56044.41207,24.54740,24.55340,24.55390,24.58870,0.83922,0.85382,0.92487,0.87378,0,0,0,0,0,w20120427_01128_sf_st,U/UKIDSS/DXS29,J,EN10J
EN,10,J,0_1,10.00000,56044.42232,24.55100,24.55470,24.55640,24.58680,0.82931,0.82658,0.91300,0.85650,0,0,0,0,0,w20120427_01192_sf_st,U/UKIDSS/DXS29,J,EN10J
EN,10,J,1_1,10.00000,56044.58506,24.56150,24.55670,24.56260,24.59120,0.77169,0.77196,0.78899,0.79835,0,0,0,0,0,w20120427_02209_sf_st,U/UKIDSS/DXS29,J,EN10J
EN,10,J,0_0,10.00000,56044.59473,24.54060,24.55030,24.54250,24.58270,0.76768,0.75857,0.76884,0.79510,0,0,0,0,0,w20120427_02273_sf_st,U/UKIDSS/DXS29,J,EN10J
SA,4,H,1_0,10.00000,56044.61135,24.79100,24.80100,24.78200,24.82700,0.75364,0.74718,0.78761,0.85471,63,101,101,101,101,w20120427_02337_sf_st,U/UKIDSS/DXS30,H,SA04H
SA,4,H,0_1,10.00000,56044.62108,24.76900,24.77900,24.76000,24.80500,0.72815,0.72029,0.75979,0.82524,12,101,101,101,101,w20120427_02401_sf_st,U/UKIDSS/DXS30,H,SA04H
LH,8,K,0_0,10.00000,56045.23024,24.06880,24.06370,24.04600,24.08590,0.89089,0.88327,0.93357,0.90969,0,0,0,0,0,w20120428_00164_sf_st,U/UKIDSS/DXS28,K,LH08K
LH,8,K,1_1,10.00000,56045.24282,24.07770,24.06910,24.04940,24.09890,0.75193,0.73750,0.79686,0.76378,0,0,0,0,0,w20120428_00229_sf_st,U/UKIDSS/DXS28,K,LH08K
LH,9,K,1_0,10.00000,56045.25897,24.07300,24.06600,24.05480,24.08250,0.70813,0.75522,0.78133,0.73921,0,0,0,0,0,w20120428_00300_sf_st,U/UKIDSS/DXS28,K,LH09K
LH,9,K,0_1,10.00000,56045.26896,24.08330,24.07790,24.06750,24.08920,0.66238,0.69228,0.73777,0.69037,0,0,0,0,0,w20120428_00364_sf_st,U/UKIDSS/DXS28,K,LH09K
SA,4,H,0_0,10.00000,56045.61482,24.77840,24.79010,24.77500,24.81660,0.76945,0.75382,0.77323,0.83156,0,0,0,0,0,w20120428_01713_sf_st,U/UKIDSS/DXS30,H,SA04H
SA,4,H,1_1,10.00000,56045.62472,24.77450,24.78860,24.77480,24.81150,0.85243,0.85790,0.88187,0.91824,0,0,0,0,0,w20120428_01777_sf_st,U/UKIDSS/DXS30,H,SA04H
LH,8,K,0_0,10.00000,56048.24697,24.06940,24.06250,24.04800,24.08130,0.84369,0.85284,0.91816,0.85991,0,0,0,0,0,w20120501_00194_sf_st,U/UKIDSS/DXS28,K,LH08K
LH,8,K,1_1,10.00000,56048.25697,24.06920,24.06550,24.05590,24.07930,0.89370,0.91551,0.96463,0.91057,0,0,0,0,0,w20120501_00258_sf_st,U/UKIDSS/DXS28,K,LH08K
LH,10,K,1_0,10.00000,56049.22858,24.07760,24.06860,24.06590,24.07960,0.79254,0.82492,0.87149,0.80986,0,0,0,0,0,w20120502_00130_sf_st,U/UKIDSS/DXS28,K,LH10K
LH,10,K,1_1,10.00000,56049.23919,24.06520,24.07010,24.04730,24.07810,0.73673,0.76214,0.83117,0.75549,0,0,0,0,0,w20120502_00194_sf_st,U/UKIDSS/DXS28,K,LH10K
LH,4,K,1_0,10.00000,56049.25711,24.04660,24.04790,24.04070,24.05680,0.75176,0.76573,0.85165,0.76882,0,0,0,0,0,w20120502_00269_sf_st,U/UKIDSS/DXS28,K,LH04K
LH,4,K,0_1,10.00000,56049.26657,24.05180,24.04960,24.03480,24.06440,0.73566,0.77034,0.83915,0.76197,0,0,0,0,0,w20120502_00333_sf_st,U/UKIDSS/DXS28,K,LH04K
LH,5,J,1_1,10.00000,56049.28293,24.52450,24.52540,24.53130,24.56220,0.80386,0.82409,0.84386,0.85626,0,0,0,0,0,w20120502_00404_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,0_1,10.00000,56049.29293,24.51420,24.51980,24.52180,24.54380,0.82233,0.86126,0.86824,0.87694,0,0,0,0,0,w20120502_00468_sf_st,U/UKIDSS/DXS28,J,LH05J
LH,5,J,0_0,10.00000,56049.35329,24.51500,24.51700,24.52000,24.54900,0.97676,1.02789,1.01269,1.03067,6,101,101,101,101,w20120502_00796_sf_st,U/UKIDSS/DXS28,J,LH05J
EN,10,J,1_0,10.00000,56049.41251,24.51290,24.52230,24.52480,24.54420,0.80496,0.83219,0.86970,0.84362,0,0,0,0,0,w20120502_00946_sf_st,U/UKIDSS/DXS29,J,EN10J
EN,10,J,0_1,10.00000,56049.42271,24.51590,24.51880,24.52930,24.54500,0.82834,0.85396,0.89341,0.87585,0,0,0,0,0,w20120502_01010_sf_st,U/UKIDSS/DXS29,J,EN10J
EN,9,J,1_1,10.00000,56049.43321,24.49890,24.50950,24.51180,24.53050,0.84023,0.86497,0.92716,0.89534,0,0,0,0,0,w20120502_01074_sf_st,U/UKIDSS/DXS29,J,EN09J
EN,9,J,1_0,10.00000,56049.44336,24.50830,24.51770,24.52420,24.53760,0.85456,0.89834,0.93661,0.91323,0,0,0,0,0,w20120502_01138_sf_st,U/UKIDSS/DXS29,J,EN09J
LH,5,J,0_0,10.00000,56052.27789,24.50280,24.50900,24.51420,24.53370,0.83855,0.87869,0.88369,0.89108,0,0,0,0,0,w20120505_00432_sf_st,U/UKIDSS/DXS28,J,LH05J
